"Zipcode","Area","Province or city"
"6522","Inopacan","Leyte"
"6523","Hindang","Leyte"
"6524","Hilongos","Leyte"
"6525","Bato","Leyte"
"6526","Matalom","Leyte"
"6527","Jaro","Leyte"
"6528","Tunga","Leyte"
"6529","Carigara","Leyte"
"6530","Capoocan","Leyte"
"6531","Kananga","Leyte"
"6532","Matag-ob","Leyte"
"6533","Leyte","Leyte"
"6534","Calubian","Leyte"
"6535","San Isidro","Leyte"
"6536","Tabango","Leyte"
"6537","Villaba","Leyte"
"6538","Palompon","Leyte"
"6539","Isabel","Leyte"
"6540","Merida","Leyte"
"6541","Ormoc","Leyte"
"6542","Albuera","Leyte"
"6543","Naval","Biliran"
"6544","Almeria","Biliran"
"6545","Kawayan","Biliran"
"6546","Maripipi","Biliran"
"6547","Culaba","Biliran"
"6548","Caibiran","Biliran"
"6549","Biliran","Biliran"
"6550","Cabucgayan","Biliran"
"6600","Maasin","Southern Leyte"
"6601","Macrohon","Southern Leyte"
"6602","Padre Burgos","Southern Leyte"
"6603","Malitbog","Southern Leyte"
"6604","Bontoc","Southern Leyte"
"6605","Tomas Oppus","Southern Leyte"
"6606","Sogod","Southern Leyte"
"6607","Silago","Southern Leyte"
"6608","Hinunangan","Southern Leyte"
"6609","Hinundayan","Southern Leyte"
"6610","Anahawan","Southern Leyte"
"6611","San Juan (Cabalian)","Southern Leyte"
"6612","Liloan","Southern Leyte"
"6613","San Francisco","Southern Leyte"
"6614","Pintuyan","Southern Leyte"
"6615","Libagon","Southern Leyte"
"6616","Saint Bernard","Southern Leyte"
"6617","San Ricardo","Southern Leyte"
"6618","Limasawa","Southern Leyte"
"6700","Catbalogan","Samar"
"6701","Jiabong","Samar"
"6702","Motiong","Samar"
"6703","Paranas (Wright)","Samar"
"6704","Tarangnan","Samar"
"6705","Pagsanghan","Samar"
"6706","Gandara","Samar"
"6707","San Jorge","Samar"
"6708","Matuguinao","Samar"
"6709","Santa Margarita","Samar"
"6710","Calbayog","Samar"
"6711","Santo Niño","Samar"
"6712","Tagapul-an","Samar"
"6713","Hinabangan","Samar"
"6714","San Sebastian","Samar"
"6715","Calbiga","Samar"
"6716","Pinabacdao","Samar"
"6717","Villareal","Samar"
"6718","Santa Rita","Samar"
"6719","Talalora","Samar"
"6720","Basey","Samar"
"6721","Marabut","Samar"
"6722","Daram","Samar"
"6723","San Jose De Buan","Samar"
"6724","Almagro","Samar"
"6725","Zumarraga","Samar"
"6800","Borongan","Eastern Samar"
"6801","Balangkayan","Eastern Samar"
"6802","Maydolong","Eastern Samar"
"6803","Llorente","Eastern Samar"
"6804","Hernani","Eastern Samar"
"6805","General MacArthur","Eastern Samar"
"6806","Can-avid","Eastern Samar"
"6807","Salcedo","Eastern Samar"
"6808","Mercedes","Eastern Samar"
"6809","Guiuan","Eastern Samar"
"6810","Quinapondan","Eastern Samar"
"6811","Giporlos","Eastern Samar"
"6812","Balangiga","Eastern Samar"
"6813","Lawaan","Eastern Samar"
"6814","San Julian","Eastern Samar"
"6815","Sulat","Eastern Samar"
"6816","Taft","Eastern Samar"
"6817","Dolores","Eastern Samar"
"6818","Oras","Eastern Samar"
"6819","Jipapad","Eastern Samar"
"6820","Maslog","Eastern Samar"
"6821","San Policarpo","Eastern Samar"
"6822","Arteche","Eastern Samar"
"7000","Zamboanga City","Zamboanga del Sur"
"7001","Ipil","Zamboanga Sibugay"
"7002","Roseller T. Lim","Zamboanga Sibugay"
"7003","Titay","Zamboanga Sibugay"
"7004","Naga","Zamboanga Sibugay"
"7005","Kabasalan","Zamboanga Sibugay"
"7006","Siay","Zamboanga Sibugay"
"7007","Imelda","Zamboanga Sibugay"
"7008","Payao","Zamboanga Sibugay"
"7009","Buug","Zamboanga Sibugay"
"7010","Mabuhay","Zamboanga Sibugay"
"7011","Bayog","Zamboanga del Sur"
"7012","Talusan","Zamboanga Sibugay"
"7013","Kumalarang","Zamboanga del Sur"
"7014","Lakewood","Zamboanga del Sur"
"7015","Dumalinao","Zamboanga del Sur"
"7016","Pagadian","Zamboanga del Sur"
"7017","Labangan","Zamboanga del Sur"
"7018","Tungawan","Zamboanga Sibugay"
"7019","Tukuran","Zamboanga del Sur"
"7020","Aurora","Zamboanga del Sur"
"7021","Midsalip","Zamboanga del Sur"
"7022","Sominot (Don Mariano Marcos)","Zamboanga del Sur"
"7023","Molave","Zamboanga del Sur"
"7024","Ramon Magsaysay (Liargo)","Zamboanga del Sur"
"7025","Tambulig","Zamboanga del Sur"
"7026","Mahayag","Zamboanga del Sur"
"7027","Josefina","Zamboanga del Sur"
"7028","Dumingag","Zamboanga del Sur"
"7029","San Miguel","Zamboanga del Sur"
"7030","Dinas","Zamboanga del Sur"
"7031","San Pablo","Zamboanga del Sur"
"7032","Dimataling","Zamboanga del Sur"
"7033","Pitogo","Zamboanga del Sur"
"7034","Tabina","Zamboanga del Sur"
"7035","Margosatubig","Zamboanga del Sur"
"7036","Vincenzo A. Sagun","Zamboanga del Sur"
"7037","Lapuyan","Zamboanga del Sur"
"7038","Malangas","Zamboanga Sibugay"
"7039","Diplahan","Zamboanga Sibugay"
"7040","Alicia","Zamboanga Sibugay"
"7041","Olutanga","Zamboanga Sibugay"
"7042","Guipos","Zamboanga del Sur"
"7043","Tigbao","Zamboanga del Sur"
"7100","Dipolog","Zamboanga del Norte"
"7101","Dapitan","Zamboanga del Norte"
"7102","Pres. Manuel A. Roxas","Zamboanga del Norte"
"7103","Sibutad","Zamboanga del Norte"
"7104","Rizal","Zamboanga del Norte"
"7105","Piñan","Zamboanga del Norte"
"7106","Polanco","Zamboanga del Norte"
"7107","Mutia","Zamboanga del Norte"
"7108","Sergio Osmeña Sr.","Zamboanga del Norte"
"7109","Katipunan","Zamboanga del Norte"
"7110","Manukan","Zamboanga del Norte"
"7111","Jose Dalman (Ponot)","Zamboanga del Norte"
"7112","Sindangan","Zamboanga del Norte"
"7113","Siayan","Zamboanga del Norte"
"7114","Salug","Zamboanga del Norte"
"7114","Godod","Zamboanga del Norte"
"7115","Liloy","Zamboanga del Norte"
"7116","Tampilisan","Zamboanga del Norte"
"7117","Labason","Zamboanga del Norte"
"7118","Gutalac","Zamboanga del Norte"
"7119","La Libertad","Zamboanga del Norte"
"7120","Siocon","Zamboanga del Norte"
"7121","Sirawai","Zamboanga del Norte"
"7122","Sibuco","Zamboanga del Norte"
"7123","Baliguian","Zamboanga del Norte"
"7124","Kalawit","Zamboanga del Norte"
"7125","Leon B. Postigo","Zamboanga del Norte"
"7200","Ozamiz","Misamis Occidental"
"7201","Clarin","Misamis Occidental"
"7202","Tudela","Misamis Occidental"
"7203","Sinacaban","Misamis Occidental"
"7204","Jimenez","Misamis Occidental"
"7205","Panaon","Misamis Occidental"
"7206","Aloran","Misamis Occidental"
"7207","Oroquieta","Misamis Occidental"
"7208","Lopez Jaena","Misamis Occidental"
"7209","Plaridel","Misamis Occidental"
"7210","Calamba","Misamis Occidental"
"7211","Baliangao","Misamis Occidental"
"7212","Sapang Dalaga","Misamis Occidental"
"7213","Concepcion","Misamis Occidental"
"7214","Tangub","Misamis Occidental"
"7215","Bonifacio","Misamis Occidental"
"7300","Isabela City","Basilan"
"7301","Lantawan","Basilan"
"7302","Lamitan","Basilan"
"7303","Maluso","Basilan"
"7304","Tipo-Tipo","Basilan"
"7305","Sumisip","Basilan"
"7306","Tuburan","Basilan"
"7400","Jolo","Sulu"
"7400","Pandami","Sulu"
"7401","Patikul","Sulu"
"7402","Old Panamao","Sulu"
"7403","Talipao","Sulu"
"7404","Luuk (Omar)","Sulu"
"7405","Pata","Sulu"
"7406","Banguingui (Tongkil)","Sulu"
"7407","Indanan","Sulu"
"7408","Parang","Sulu"
"7409","Maimbung","Sulu"
"7410","Tapul","Sulu"
"7411","Lugus","Sulu"
"7412","Siasi","Sulu"
"7413","Hadji Panglima Tahil","Sulu"
"7414","Pangutaran","Sulu"
"7415","Panglima Estino (New Panamao)","Sulu"
"7416","Kalingalan Calauang","Sulu"
"7500","Bongao","Tawi-Tawi"
"7501","Panglima Sugala (Balimbing)","Tawi-Tawi"
"7502","Tandubas","Tawi-Tawi"
"7503","Sapa-Sapa","Tawi-Tawi"
"7504","South Ubian","Tawi-Tawi"
"7505","Simunul","Tawi-Tawi"
"7506","Sitangkai","Tawi-Tawi"
"7507","Turtle Islands (Taganak)","Tawi-Tawi"
"7508","Mapun (Cagayan de Sulu)","Tawi-Tawi"
"7509","Languyan","Tawi-Tawi"
"7510","Sibutu","Tawi-Tawi"
"8000","Davao City","Davao del Sur"
"8001","Santa Cruz","Davao del Sur"
"8002","Digos","Davao del Sur"
"8003","Matanao","Davao del Sur"
"8004","Magsaysay","Davao del Sur"
"8005","Bansalan","Davao del Sur"
"8006","Hagonoy","Davao del Sur"
"8007","Padada","Davao del Sur"
"8008","Kiblawan","Davao del Sur"
"8009","Sulop","Davao del Sur"
"8010","Malalag","Davao del Sur"
"8011","Santa Maria","Davao Occidental"
"8012","Malita","Davao Occidental"
"8013","Don Marcelino","Davao Occidental"
"8014","Jose Abad Santos","Davao Occidental"
"8015","Sarangani","Davao Occidental"
"8100","Tagum","Davao del Norte"
"8101","Carmen","Davao del Norte"
"8102","Asuncion","Davao del Norte"
"8104","New Corella","Davao del Norte"
"8105","Panabo","Davao del Norte"
"8112","Santo Tomas","Davao del Norte"
"8113","Kapalong","Davao del Norte"
"8118","Babak","Davao del Norte"
"8119","Samal","Davao del Norte"
"8120","Kaputian","Davao del Norte"
"8200","Mati","Davao Oriental"
"8201","Tarragona","Davao Oriental"
"8202","Manay","Davao Oriental"
"8203","Caraga","Davao Oriental"
"8204","Baganga","Davao Oriental"
"8205","Cateel","Davao Oriental"
"8206","Boston","Davao Oriental"
"8207","Lupon","Davao Oriental"
"8208","Banaybanay","Davao Oriental"
"8209","San Isidro","Davao Oriental"
"8210","Governor Generoso","Davao Oriental"
"8300","Tandag","Surigao del Sur"
"8301","San Miguel","Surigao del Sur"
"8302","Tago","Surigao del Sur"
"8303","Bayabas","Surigao del Sur"
"8304","Cagwait","Surigao del Sur"
"8305","San Agustin","Surigao del Sur"
"8306","Marihatag","Surigao del Sur"
"8307","Lianga","Surigao del Sur"
"8308","Tagbina","Surigao del Sur"
"8309","Barobo","Surigao del Sur"
"8310","Hinatuan","Surigao del Sur"
"8311","Bislig","Surigao del Sur"
"8312","Lingig","Surigao del Sur"
"8313","Cortes","Surigao del Sur"
"8314","Lanuza","Surigao del Sur"
"8315","Carmen","Surigao del Sur"
"8316","Madrid","Surigao del Sur"
"8317","Cantilan","Surigao del Sur"
"8318","Carrascal","Surigao del Sur"
"8400","Surigao City","Surigao del Norte"
"8401","San Francisco","Surigao del Norte"
"8402","Malimono","Surigao del Norte"
"8403","Tagana-an","Surigao del Norte"
"8404","Sison","Surigao del Norte"
"8405","Placer","Surigao del Norte"
"8406","Tubod","Surigao del Norte"
"8407","Mainit","Surigao del Norte"
"8408","Bacuag","Surigao del Norte"
"8409","Gigaquit","Surigao del Norte"
"8410","Claver","Surigao del Norte"
"8411","Cagdianao","Dinagat Islands"
"8412","Dinagat","Dinagat Islands"
"8413","Basilisa (Rizal)","Dinagat Islands"
"8414","Libjo (Albor)","Dinagat Islands"
"8415","Loreto","Dinagat Islands"
"8416","Socorro","Surigao del Norte"
"8417","Dapa","Surigao del Norte"
"8418","Del Carmen","Surigao del Norte"
"8419","General Luna","Surigao del Norte"
"8420","Pilar","Surigao del Norte"
"8421","San Isidro","Surigao del Norte"
"8422","Santa Monica","Surigao del Norte"
"8423","San Benito","Surigao del Norte"
"8424","Burgos","Surigao del Norte"
"8425","Alegria","Surigao del Norte"
"8426","Tubajon","Dinagat Islands"
"8427","San Jose","Dinagat Islands"
"8500","Prosperidad","Agusan del Sur"
"8501","San Francisco","Agusan del Sur"
"8502","Bayugan","Agusan del Sur"
"8503","Sibagat","Agusan del Sur"
"8504","Rosario","Agusan del Sur"
"8505","Trento","Agusan del Sur"
"8506","Bunawan","Agusan del Sur"
"8507","Loreto","Agusan del Sur"
"8508","La Paz","Agusan del Sur"
"8509","Veruela","Agusan del Sur"
"8510","Talacogon","Agusan del Sur"
"8511","San Luis","Agusan del Sur"
"8512","Santa Josefa","Agusan del Sur"
"8513","Esperanza","Agusan del Sur"
"8600","Butuan","Agusan del Norte"
"8601","Buenavista","Agusan del Norte"
"8602","Nasipit","Agusan del Norte"
"8603","Carmen","Agusan del Norte"
"8604","Magallanes","Agusan del Norte"
"8605","Cabadbaran","Agusan del Norte"
"8606","Tubay","Agusan del Norte"
"8607","Jabonga","Agusan del Norte"
"8608","Santiago","Agusan del Norte"
"8609","Kitcharao","Agusan del Norte"
"8610","Las Nieves","Agusan del Norte"
"8611","Remedios T. Romualdez","Agusan del Norte"
"8700","Malaybalay","Bukidnon"
"8701","Sumilao","Bukidnon"
"8702","Impasugong","Bukidnon"
"8703","Manolo Fortich","Bukidnon"
"8704","Malitbog","Bukidnon"
"8705","Camp Phillips","Bukidnon"
"8706","Libona","Bukidnon"
"8707","Baungon","Bukidnon"
"8708","Talakag","Bukidnon"
"8709","Valencia","Bukidnon"
"8710","Musuan","Bukidnon"
"8711","San Fernando","Bukidnon"
"8712","Don Carlos","Bukidnon"
"8713","Kadingilan","Bukidnon"
"8714","Maramag","Bukidnon"
"8715","Quezon","Bukidnon"
"8716","Kitaotao","Bukidnon"
"8717","Pangantucan","Bukidnon"
"8718","Kalilangan","Bukidnon"
"8719","Dangcagan","Bukidnon"
"8720","Kibawe","Bukidnon"
"8721","Damulog","Bukidnon"
"8722","Lantapan","Bukidnon"
"8723","Cabanglasan","Bukidnon"
"8800","Nabunturan","Davao de Oro"
"8801","Montevista","Davao de Oro"
"8802","Mawab","Davao de Oro"
"8803","Compostela","Davao de Oro"
"8804","New Bataan","Davao de Oro"
"8805","Monkayo","Davao de Oro"
"8806","Maco","Davao de Oro"
"8807","Mabini (Doña Alicia)","Davao de Oro"
"8808","Maragusan (San Mariano)","Davao de Oro"
"8809","Pantukan","Davao de Oro"
"8810","Laak (San Vicente)","Davao de Oro"
"9000","Cagayan de Oro","Misamis Oriental"
"9001","Tagoloan","Misamis Oriental"
"9002","Villanueva","Misamis Oriental"
"9003","Jasaan","Misamis Oriental"
"9004","Claveria","Misamis Oriental"
"9005","Balingasag","Misamis Oriental"
"9006","Lagonglong","Misamis Oriental"
"9007","Salay","Misamis Oriental"
"9008","Binuangan","Misamis Oriental"
"9009","Sugbongcogon","Misamis Oriental"
"9010","Kinoguitan","Misamis Oriental"
"9011","Balingoan","Misamis Oriental"
"9012","Talisayan","Misamis Oriental"
"9013","Medina","Misamis Oriental"
"9014","Gingoog","Misamis Oriental"
"9015","Magsaysay","Misamis Oriental"
"9016","Opol","Misamis Oriental"
"9017","El Salvador","Misamis Oriental"
"9018","Alubijid","Misamis Oriental"
"9019","Laguindingan","Misamis Oriental"
"9020","Gitagum","Misamis Oriental"
"9021","Libertad","Misamis Oriental"
"9022","Initao","Misamis Oriental"
"9023","Naawan","Misamis Oriental"
"9024","Manticao","Misamis Oriental"
"9025","Lugait","Misamis Oriental"
"9100","Mambajao","Camiguin"
"9101","Mahinog","Camiguin"
"9102","Guinsiliban","Camiguin"
"9103","Sagay","Camiguin"
"9104","Catarman","Camiguin"
"9200","Iligan","Lanao del Norte"
"9201","Linamon","Lanao del Norte"
"9202","Kauswagan","Lanao del Norte"
"9203","Matungao","Lanao del Norte"
"9204","Poona Piagapo","Lanao del Norte"
"9205","Bacolod","Lanao del Norte"
"9206","Maigo","Lanao del Norte"
"9207","Kolambugan","Lanao del Norte"
"9208","Pantao Ragat","Lanao del Norte"
"9209","Tubod","Lanao del Norte"
"9210","Baroy","Lanao del Norte"
"9211","Lala","Lanao del Norte"
"9212","Salvador","Lanao del Norte"
"9213","Sapad","Lanao del Norte"
"9214","Kapatagan","Lanao del Norte"
"9215","Sultan Naga Dimaporo (Karomatan)","Lanao del Norte"
"9216","Nunungan","Lanao del Norte"
"9217","Baloi","Lanao del Norte"
"9218","Pantar","Lanao del Norte"
"9219","Munai","Lanao del Norte"
"9220","Tangcal","Lanao del Norte"
"9221","Magsaysay","Lanao del Norte"
"9222","Tagoloan","Lanao del Norte"
"9300","Malabang","Lanao del Sur"
"9301","Picong (Sultan Gumander)","Lanao del Sur"
"9302","Balabagan","Lanao del Sur"
"9303","Marogong","Lanao del Sur"
"9304","Tubaran","Lanao del Sur"
"9305","Butig","Lanao del Sur"
"9306","Lumbayanague","Lanao del Sur"
"9307","Lumbatan","Lanao del Sur"
"9308","Lumbaca-Unayan and Macadar Andong","Lanao del Sur"
"9309","Bayang","Lanao del Sur"
"9310","Binidayan","Lanao del Sur"
"9311","Ganassi","Lanao del Sur"
"9312","Pagayawan","Lanao del Sur"
"9313","Pualas","Lanao del Sur"
"9314","Madamba","Lanao del Sur"
"9315","Madalum","Lanao del Sur"
"9316","Bacolod-Kalawi (Bacolod Grande)","Lanao del Sur"
"9317","Tugaya","Lanao del Sur"
"9318","Balindong","Lanao del Sur"
"9319","Calanogas","Lanao del Sur"
"9320","Amai Manabilang (Bumbaran)","Lanao del Sur"
"9321","Tagoloan II","Lanao del Sur"
"9400","Kidapawan","Cotabato"
"9401","Makilala","Cotabato"
"9402","M'Lang","Cotabato"
"9403","Tulunan","Cotabato"
"9404","Magpet","Cotabato"
"9405","President Roxas","Cotabato"
"9406","Matalam","Cotabato"
"9407","Kabacan","Cotabato"
"9408","Carmen","Cotabato"
"9409","Pikit","Cotabato"
"9410","Midsayap","Cotabato"
"9411","Libungan","Cotabato"
"9412","Pigkawayan","Cotabato"
"9413","Alamada","Cotabato"
"9414","Antipas","Cotabato"
"9415","Aleosan","Cotabato"
"9416","Banisilan","Cotabato"
"9417","Arakan","Cotabato"
"9500","General Santos (Dadiangas)","South Cotabato"
"9501","Alabel","Sarangani"
"9502","Maasim","Sarangani"
"9503","Malungon","Sarangani"
"9504","Polomolok","South Cotabato"
"9505","Tupi","South Cotabato"
"9506","Koronadal","South Cotabato"
"9507","Tampakan","South Cotabato"
"9508","Norala","South Cotabato"
"9509","Santo Niño","South Cotabato"
"9510","Tantangan","South Cotabato"
"9511","Banga","South Cotabato"
"9512","Surallah","South Cotabato"
"9513","T'Boli","South Cotabato"
"9514","Kiamba","Sarangani"
"9514","Lake Sebu","South Cotabato"
"9515","Maitum","Sarangani"
"9516","Malapatan","Sarangani"
"9517","Glan","Sarangani"
"9600","Cotabato City","Maguindanao"
"9601","Datu Odin Sinsuat (Dinaig)","Maguindanao"
"9602","Upi","Maguindanao"
"9603","South Upi","Maguindanao"
"9604","Parang","Maguindanao"
"9605","Sultan Kudarat","Maguindanao"
"9606","Kabuntalan","Maguindanao"
"9607","Datu Piang","Maguindanao"
"9608","Shariff Aguak (Maganoy)","Maguindanao"
"9609","Ampatuan","Maguindanao"
"9610","Pagalungan","Maguindanao"
"9611","Sultan sa Barongis","Maguindanao"
"9612","Talayan","Maguindanao"
"9613","Matanog","Maguindanao"
"9614","Barira","Maguindanao"
"9615","Buldon","Maguindanao"
"9616","Buluan","Maguindanao"
"9617","Datu Paglas","Maguindanao"
"9618","Gen. S.K. Pendatun","Maguindanao"
"9619","Shariff Aguak","Maguindanao"
"9620","Mangudadatu","Maguindanao"
"9621","Datu Abdullah Sangki","Maguindanao"
"9622","Datu Anggal Midtimbang","Maguindanao"
"9623","Datu Blah T. Sinsuat","Maguindanao"
"9624","Datu Hoffer Ampatuan","Maguindanao"
"9625","Datu Salibo","Maguindanao"
"9626","Datu Saudi-Ampatuan","Maguindanao"
"9627","Datu Unsay","Maguindanao"
"9628","Guindulungan","Maguindanao"
"9629","Mamasapano","Maguindanao"
"9630","Northern Kabuntalan","Maguindanao"
"9631","Datu Montawal (Pagagawan)","Maguindanao"
"9632","Paglat","Maguindanao"
"9633","Pandag","Maguindanao"
"9634","Rajah Buayan","Maguindanao"
"9635","Shariff Saydona Mustapha","Maguindanao"
"9636","Sultan Mastura","Maguindanao"
"9637","Sultan Sumagka (Talitay)","Maguindanao"
"9700","Kapatagan","Lanao del Sur"
"9700","Marawi","Lanao del Sur"
"9701","Saguiaran","Lanao del Sur"
"9702","Mulondo","Lanao del Sur"
"9703","Lumba-Bayabao","Lanao del Sur"
"9704","Tamparan","Lanao del Sur"
"9705","Poona Bayabao","Lanao del Sur"
"9706","Masiu","Lanao del Sur"
"9708","Bubong","Lanao del Sur"
"9709","Kapai","Lanao del Sur"
"9710","Piagapo","Lanao del Sur"
"9711","Marantao","Lanao del Sur"
"9712","Taraka","Lanao del Sur"
"9713","Ditsaan-Ramain","Lanao del Sur"
"9714","Buadiposo-Buntong","Lanao del Sur"
"9715","Maguing","Lanao del Sur"
"9716","Wao","Lanao del Sur"
"9800","Tacurong","Sultan Kudarat"
"9801","Columbio","Sultan Kudarat"
"9802","Lambayong","Sultan Kudarat"
"9803","Lutayan","Sultan Kudarat"
"9804","President Quirino","Sultan Kudarat"
"9805","Isulan","Sultan Kudarat"
"9806","Esperanza","Sultan Kudarat"
"9807","Lebak","Sultan Kudarat"
"9808","Kalamansig","Sultan Kudarat"
"9809","Palimbang","Sultan Kudarat"
"9810","Bagumbayan","Sultan Kudarat"
"9811","Senator Ninoy Aquino","Sultan Kudarat"
